OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COSMOS 2409,2004-037B,2025-11-05T07:15:45.229248,12.45317986,.00140986,82.4804,109.2596,52.6832,307.5532,0,U,28420,999,95968,-.2055829E-5,.1E-6,0
AMC-15,2004-041A,2025-11-05T07:29:02.009184,1.00271552,.00025304,0.0595,72.0167,143.5503,196.4664,0,U,28446,999,7705,0,-.77E-6,0
JB-3 3 (ZY 2C),2004-044A,2025-11-04T23:39:12.214656,15.16982492,.00335726,97.2495,106.5129,285.8315,73.9218,0,U,28470,999,15376,.26168016E-3,.5176E-4,0
NAVSTAR 56 (USA 180),2004-045A,2025-11-03T12:43:42.225312,2.00567523,.0169616,55.2590,333.9839,307.6471,112.8383,0,U,28474,999,15390,0,-.51E-6,0
SWIFT,2004-047A,2025-11-05T01:21:25.506144,15.46750951,.00060083,20.5535,86.7344,104.5099,255.6009,0,U,28485,999,15186,.62716473E-3,.33456E-3,0
NANOSAT-1,2004-049B,2025-11-05T05:27:32.291712,14.79426093,.00029721,98.1994,75.9568,302.0334,58.0588,0,U,28493,999,12232,.24608765E-3,.1782E-4,0
COSMOS 2414,2005-002A,2025-11-05T06:13:14.734848,13.87895652,.00387339,82.9521,212.9958,247.4867,112.2194,0,U,28521,999,5275,.63245204E-4,.91E-6,0
NSS-10,2005-003A,2025-11-04T19:58:38.667072,1.00270561,.00028787,5.8889,73.1579,156.6869,76.7134,0,U,28526,999,5090,0,-.237E-5,0
XM-3 (RHYTHM),2005-008A,2025-11-04T20:23:38.577984,0.99842557,.00054515,0.0734,78.2590,243.2926,320.2350,0,U,28626,999,4037,0,-.218E-5,0
INMARSAT 4-F1,2005-009A,2025-11-04T13:42:27.113760,1.00271460,.00041684,4.8682,42.4778,191.9869,193.3337,0,U,28628,999,7542,0,.46E-6,0
IRS-P5 (CARTOSAT-1),2005-017A,2025-11-05T03:35:32.847936,14.90204627,.00026736,97.5537,337.2256,89.2599,270.8926,0,U,28649,999,11044,.19468656E-3,.1834E-4,0
DIRECTV 8,2005-019A,2025-11-05T06:31:31.701216,1.00271612,.0003167,0.0173,271.3905,323.5785,148.6505,0,U,28659,999,7482,0,.13E-6,0
GALAXY 28 (G-28),2005-022A,2025-11-05T03:50:55.269024,1.00271710,.00021114,2.7201,81.7143,178.5922,113.3931,0,U,28702,999,4972,0,-.174E-5,0
SJ-7,2005-024A,2025-11-05T01:46:41.141856,15.17236428,.00190713,97.7515,328.5285,88.9219,271.4198,0,U,28737,999,11399,.43849002E-3,.8695E-4,0
THAICOM 4,2005-028A,2025-11-04T18:33:53.175168,1.00271713,.00026438,0.0889,85.7661,138.4767,218.0076,0,U,28786,999,4999,0,-.35E-5,0
REIMEI (INDEX),2005-031B,2025-11-05T06:36:13.829184,15.07722394,.00218065,97.9971,58.5722,148.7546,211.4982,0,U,28810,999,9721,.50878988E-3,.7745E-4,0
ANIK F1R,2005-036A,2025-11-05T06:37:32.280384,1.00271462,.0002019,3.7368,79.3438,112.5701,204.9541,0,U,28868,999,4420,0,-.62E-6,0
NAVSTAR 57 (USA 183),2005-038A,2025-11-03T11:51:10.075968,2.00550706,.0133478,55.0664,282.2806,292.5828,62.1219,0,U,28874,999,14730,0,-.25E-6,0
SYRACUSE 3A,2005-041B,2025-11-05T02:39:39.599136,1.00275013,.00037985,4.0694,78.6124,154.5063,233.2513,0,U,28885,999,7350,0,.144E-5,0
BEIJING 1,2005-043A,2025-11-05T07:09:25.274880,14.63309885,.0013427,98.2626,76.7239,261.5777,98.3903,0,U,28890,999,6790,.10902044E-3,.514E-5,0
SINAH 1,2005-043D,2025-11-05T05:26:01.728960,14.63895443,.00133345,98.2575,77.6918,256.5935,103.3781,0,U,28893,999,6775,.12750013E-3,.618E-5,0
CUBESAT XI-V,2005-043F,2025-11-04T08:52:22.798848,14.71654828,.00141263,98.2701,94.8108,194.4964,165.5839,0,U,28895,999,6867,.36649393E-3,.2233E-4,0
INMARSAT 4-F2,2005-044A,2025-11-04T14:52:38.699904,1.00271499,.0003695,4.8017,43.6274,191.9437,175.2284,0,U,28899,999,7327,0,-.247E-5,0
COSMOS 2416,2005-048A,2025-11-05T03:40:26.294304,12.55589985,.00071597,82.4656,90.9348,311.1088,222.1745,0,U,28908,999,91078,-.77450426E-4,-.3E-7,0
METEOSAT-9 (MSG-2),2005-049B,2025-11-04T21:38:16.390176,1.00271814,.00031888,8.8483,56.3208,182.2106,176.1215,0,U,28912,999,475,0,.137E-5,0
EUTELSAT 174A,2005-052A,2025-11-05T03:23:12.925248,1.00270912,.00065949,3.6493,79.2904,147.5921,42.5665,0,U,28924,999,5008,0,.23E-6,0
ECHOSTAR 10,2006-003A,2025-11-04T15:45:39.298176,1.00270447,.00023726,0.0384,26.6670,143.9410,359.7867,0,U,28935,999,7221,0,-.43E-6,0
SPAINSAT,2006-007A,2025-11-04T23:02:00.341952,1.00269626,.00066074,0.0242,246.9915,345.4238,127.5637,0,U,28945,999,7196,0,-.204E-5,0
JCSAT-5A,2006-010A,2025-11-04T23:45:41.273856,1.00272965,.00011295,0.5248,87.0245,61.4385,24.5332,0,U,29045,999,7152,0,-.315E-5,0
ASTRA 1KR,2006-012A,2025-11-05T02:39:02.159424,1.00271290,.00064543,0.0628,75.5283,159.2438,228.7948,0,U,29055,999,4345,0,.132E-5,0
EROS B,2006-014A,2025-11-05T06:36:28.609632,15.56891358,.00060448,97.3518,64.4076,252.4067,107.6528,0,U,29079,999,8495,.13611288E-2,.98844E-3,0
RESURS-DK 1,2006-021A,2025-11-05T04:29:57.965280,15.11848189,.00073581,69.9334,198.8602,289.2360,70.8009,0,U,29228,999,6870,.18248761E-3,.3022E-4,0
GALAXY 16 (G-16),2006-023A,2025-11-05T06:42:13.690368,1.00271374,.00029074,0.0241,179.1346,51.7893,175.4233,0,U,29236,999,7072,0,-.115E-5,0
ARIRANG-2 (KOMPSAT-2),2006-031A,2025-11-05T08:23:42.154080,14.64442400,.0015735,97.8293,139.6422,65.9887,58.2908,0,U,29268,999,2871,.94569716E-4,.456E-5,0
EUTELSAT HOTBIRD 13B,2006-032A,2025-11-05T02:42:54.287712,1.00271517,.00038413,1.0791,84.6734,138.5293,255.2227,0,U,29270,999,4506,0,.168E-5,0
JCSAT-3A,2006-033A,2025-11-04T23:44:33.880992,1.00270824,.00029658,0.0178,289.3875,307.0995,292.1590,0,U,29272,999,4549,0,-.333E-5,0
SYRACUSE 3B,2006-033B,2025-11-05T02:34:25.101408,1.00272708,.00046203,2.3220,82.8728,151.8413,211.7923,0,U,29273,999,7043,0,.35E-6,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2025-11-04T23:40:19.287840,1.00270309,.00022967,1.1998,86.0194,164.9767,261.6393,0,U,29349,999,3907,0,-.345E-5,0
HINODE (SOLAR-B),2006-041A,2025-11-05T06:37:13.453824,14.68204064,.00162147,98.0677,323.6547,279.2416,80.6955,0,U,29479,999,2201,.16332318E-3,.893E-5,0
NAVSTAR 58 (USA 190),2006-042A,2025-11-03T15:21:38.643840,2.00555541,.01071812,54.6887,160.2930,50.8986,312.5194,0,U,29486,999,13987,0,.103E-5,0
DIRECTV 9S,2006-043A,2025-11-05T06:41:14.609184,1.00270859,.00032036,1.8395,83.6165,144.1360,176.1430,0,U,29494,999,4913,0,-.101E-5,0
OPTUS D1,2006-043B,2025-11-04T20:25:53.328288,1.00271719,.00040117,2.4528,82.4289,144.5982,275.8190,0,U,29495,999,6987,0,-.169E-5,0
SHIJIAN-6 02A (SJ-6 02A),2006-046A,2025-11-05T05:58:35.379840,15.13517135,.0003341,97.6673,343.7600,165.1963,194.9366,0,U,29505,999,3835,.44354664E-3,.788E-4,0
SHIJIAN-6 02B (SJ-6 02B),2006-046B,2025-11-05T08:12:38.824128,15.00336282,.00146995,97.6894,335.3610,87.9267,272.3640,0,U,29506,999,3716,.14365657E-3,.1746E-4,0
DMSP 5D-3 F17 (USA 191),2006-050A,2025-11-05T06:59:33.018432,14.14894344,.00097495,98.7406,315.4574,341.4237,18.6580,0,U,29522,999,98075,.13229001E-3,.212E-5,0
BADR-4,2006-051A,2025-11-05T02:41:01.967712,1.00273406,.00071312,1.4228,83.4916,178.7222,208.9120,0,U,29526,999,4902,0,.158E-5,0
NAVSTAR 59 (USA 192),2006-052A,2025-11-05T01:20:28.230720,2.00570914,.0086621,54.9802,222.8933,87.1179,273.9114,0,U,29601,999,13891,0,.21E-6,0
WILDBLUE-1,2006-054A,2025-11-05T06:35:36.569184,1.00271869,.00017159,2.2218,83.3367,151.1606,158.0111,0,U,29643,999,5154,0,-.37E-6,0
LAPAN-TUBSAT,2007-001A,2025-11-05T06:21:29.168352,14.85583488,.0011908,98.1238,298.6564,188.2215,171.8806,0,U,29709,999,1790,.84650078E-4,.676E-5,0
THEMIS A,2007-004A,2025-11-03T17:48:48.378240,0.87835259,.84461625,4.4302,146.1630,137.1096,334.7452,0,U,30580,999,3929,-.58367122E-3,.9E-7,0
SKYNET 5A,2007-007B,2025-11-04T21:52:22.539072,1.00269564,.00040456,4.7284,76.4474,163.4316,227.8413,0,U,30794,999,6845,0,-.257E-5,0
THEMIS D,2007-004D,2025-11-05T02:29:55.531680,0.87836462,.83955532,4.6311,89.9463,196.8850,34.0678,0,U,30797,999,3910,0,-.8E-6,0
THEMIS E,2007-004E,2025-11-05T02:31:40.364256,0.87837870,.83978792,1.8766,108.1304,179.4981,48.0378,0,U,30798,999,6394,0,-.59E-6,0
ANIK F3,2007-009A,2025-11-05T06:31:31.748736,1.00271407,.00028664,0.6149,86.4666,134.2790,163.2108,0,U,31102,999,4431,0,.11E-6,0
HAIYANG-1B,2007-010A,2025-11-04T21:44:00.053952,14.30945665,.00141675,98.3287,294.7522,142.1674,218.0509,0,U,31113,999,96855,.63524209E-4,.126E-5,0
SAUDISAT 3,2007-012B,2025-11-05T02:37:20.616960,14.71200416,.0013783,98.1165,254.7841,216.2091,143.8184,0,U,31118,999,99480,.79917512E-4,.442E-5,0
SAUDICOMSAT 7,2007-012C,2025-11-05T03:54:20.088864,14.65678040,.00560477,98.3486,274.1692,177.2336,182.9188,0,U,31119,999,98961,.13966961E-3,.724E-5,0
SAUDICOMSAT 6,2007-012E,2025-11-05T03:29:11.721120,14.62154500,.00712698,98.3789,267.9734,305.1439,54.3097,0,U,31121,999,98743,.19891534E-3,.984E-5,0
SAUDICOMSAT 5,2007-012H,2025-11-04T21:36:47.960640,14.67678982,.0049047,98.3202,274.6956,110.7190,249.9280,0,U,31124,999,99068,.17271447E-3,.948E-5,0
SAUDICOMSAT 3,2007-012J,2025-11-05T04:12:30.220992,14.70135026,.00405606,98.2858,275.5566,41.7845,318.6445,0,U,31125,999,99190,.2232797E-3,.1306E-4,0
SAUDICOMSAT 4,2007-012L,2025-11-04T21:24:51.650208,14.64093176,.00626392,98.3684,272.3603,238.6824,120.8236,0,U,31127,999,98855,.16085109E-3,.815E-5,0
ASTRA 1L,2007-016A,2025-11-05T02:39:02.159424,1.00268695,.00037244,0.7392,82.6795,148.6928,232.4337,0,U,31306,999,4274,0,.133E-5,0
GALAXY 17 (G-17),2007-016B,2025-11-05T06:49:49.216224,1.00271310,.00062885,2.4018,82.7220,151.2826,188.2517,0,U,31307,999,6755,0,-.194E-5,0
YAOGAN-2,2007-019A,2025-11-05T03:21:02.454336,14.82286108,.00198219,98.2866,156.9965,280.7456,79.1525,0,U,31490,999,99441,.10944135E-3,.818E-5,0
GLOBALSTAR M069,2007-020C,2025-11-04T22:08:30.111936,12.23462974,.00027738,52.0008,166.8807,58.9154,314.4052,0,U,31573,999,85135,.52890969E-3,-.35E-6,0
GLOBALSTAR M072,2007-020D,2025-11-05T06:24:02.460960,11.91652842,.00009998,51.9955,336.3830,230.8672,210.5039,0,U,31574,999,84828,.26930574E-3,-.64E-6,0
COSMO-SKYMED 1,2007-023A,2025-11-05T07:42:07.450848,14.95345201,.00011971,97.8848,134.4831,90.8936,269.2421,0,U,31598,999,99630,.35691639E-3,.3878E-4,0
TERRASAR-X,2007-026A,2025-11-04T15:31:26.951808,15.19151463,.00018724,97.4461,314.5835,94.9784,265.1664,0,U,31698,999,1913,.79783352E-4,.1609E-4,0
COSMOS 2428,2007-029A,2025-11-05T03:28:18.745824,14.12891029,.00018531,70.9363,104.8075,97.3875,262.7457,0,U,31792,999,94650,-.11297906E-3,-.258E-5,0
ZHONGXING-6B,2007-031A,2025-11-04T23:40:26.776128,1.00270896,.00055368,1.8124,84.1479,162.3855,266.4968,0,U,31800,999,6718,0,-.345E-5,0
DIRECTV 10,2007-032A,2025-11-05T03:06:26.463744,1.00270901,.00011202,0.0043,44.1085,179.7987,124.5491,0,U,31862,999,4334,0,-.91E-6,0
WORLDVIEW-1 (WV-1),2007-041A,2025-11-05T05:48:52.209216,15.24656892,.0002723,97.3860,67.2538,220.8723,139.2311,0,U,32060,999,876,.38705104E-3,.9493E-4,0
OPTUS D2,2007-044A,2025-11-05T03:37:11.584992,0.99341039,.00036865,1.4927,84.7733,147.4331,89.8141,0,U,32252,999,6631,0,.108E-5,0
INTELSAT 11 (IS-11),2007-044B,2025-11-05T02:42:16.848000,0.99049607,.0009218,2.9781,81.4061,146.7711,248.1277,0,U,32253,999,6623,0,.15E-6,0
WGS F1 (USA 195),2007-046A,2025-11-04T19:34:38.615808,1.00271503,.0001016,0.1483,87.0630,141.6959,66.7150,0,U,32258,999,5008,0,-.255E-5,0
NAVSTAR 60 (USA 196),2007-047A,2025-11-04T20:41:14.814528,2.00565960,.01646775,53.9286,89.3228,84.6979,277.1627,0,U,32260,999,13231,0,.17E-6,0
GLOBALSTAR M066,2007-048C,2025-11-05T06:31:55.920864,12.30378119,.00046523,51.9606,340.7065,295.0934,144.3971,0,U,32265,999,83266,.49396747E-4,-.89E-6,0
COSMOS 2433 [GLONASS-M],2007-052A,2025-11-04T03:23:03.639840,2.13103996,.00059499,65.7032,323.5029,244.1158,115.8725,0,U,32275,999,14026,0,-.15E-6,0
COSMOS 2432 [GLONASS-M],2007-052B,2025-11-05T03:39:11.394144,2.13103057,.00107184,65.7184,323.5925,307.6888,52.6448,0,U,32276,999,14031,0,-.22E-6,0
SAR-LUPE 3,2007-053A,2025-11-05T06:23:06.588672,15.77528513,.0008715,98.1611,119.1421,199.8812,160.2114,0,U,32283,999,532,.66873971E-3,.112073E-2,0
YAOGAN-3,2007-055A,2025-11-05T08:05:01.223808,14.89577902,.0001875,97.8409,336.2984,91.8789,268.2643,0,U,32289,999,97252,.2687541E-3,.2509E-4,0
SKYNET 5B,2007-056B,2025-11-05T02:40:39.503712,1.00273148,.00037294,4.6796,76.1796,146.7006,246.9712,0,U,32294,999,6595,0,.154E-5,0
ASTRA 4A,2007-057A,2025-11-05T02:34:55.053696,1.00272139,.0002551,0.0636,75.0013,147.1350,226.0207,0,U,32299,999,4940,0,.45E-6,0
COSMO-SKYMED 2,2007-059A,2025-11-05T07:06:36.819072,14.82159204,.00014284,97.8885,131.1749,85.1445,274.9931,0,U,32376,999,96883,.92199398E-4,.682E-5,0
RADARSAT-2,2007-061A,2025-11-05T06:30:14.952096,14.29982532,.00011389,98.5809,314.4027,89.7467,270.3846,0,U,32382,999,93395,.55560734E-4,.1E-5,0
NAVSTAR 61 (USA 199),2007-062A,2025-11-03T10:14:32.610912,2.00575283,.00322541,55.2167,283.2223,163.6392,9.7392,0,U,32384,999,13098,0,-.25E-6,0
HORIZONS-2,2007-063B,2025-11-05T03:22:59.946240,1.00272544,.00043818,2.0204,83.3783,163.9736,134.2653,0,U,32388,999,6556,0,-.241E-5,0
COSMOS 2434 [GLONASS-M],2007-065A,2025-11-02T15:15:12.805632,2.13101184,.00032994,64.3147,199.5566,66.2406,109.6116,0,U,32393,999,13894,0,.42E-6,0
COSMOS 2436 [GLONASS-M],2007-065C,2025-11-05T05:25:38.976384,2.13099916,.00174723,64.3229,199.5391,5.4971,130.9957,0,U,32395,999,13895,0,.59E-6,0
THURAYA-3,2008-001A,2025-11-04T18:27:53.748576,1.00270088,.00026322,5.6112,35.2901,192.8818,191.5814,0,U,32404,999,6524,0,-.29E-5,0
THOR 5,2008-006A,2025-11-04T21:22:38.597664,1.00272663,.00025015,0.0117,244.5732,342.8972,136.8103,0,U,32487,999,6506,0,0,0
AMC-14,2008-011A,2025-11-04T19:42:38.795040,1.00273510,.00369237,23.7340,23.2249,353.2501,353.7515,0,U,32708,999,6591,0,.111E-5,0
NAVSTAR 62 (USA 201),2008-012A,2025-11-04T18:46:29.417088,2.00563809,.02012302,54.4707,158.8887,244.5770,113.4208,0,U,32711,999,12925,0,.99E-6,0
DIRECTV 11,2008-013A,2025-11-05T03:08:23.705088,1.00266618,.00003243,0.0090,23.0502,164.5174,164.9773,0,U,32729,999,4334,0,-.113E-5,0
ICO G1,2008-016A,2025-11-04T10:48:21.706272,1.00272112,.00024213,5.4989,36.6610,172.4113,264.1223,0,U,32763,999,6429,0,-.16E-5,0
VINASAT-1,2008-018A,2025-11-04T22:02:59.022816,1.00268451,.00024976,0.0136,321.7336,284.9738,260.4110,0,U,32767,999,6434,0,-.316E-5,0
STAR ONE C2,2008-018B,2025-11-05T07:00:27.995616,1.00270350,.00026303,0.6661,84.0847,144.2529,216.5961,0,U,32768,999,6440,0,-.265E-5,0
CARTOSAT-2A,2008-021A,2025-11-05T07:44:18.676896,14.78820142,.00130923,97.7986,0.3064,116.2401,244.0158,0,U,32783,999,94571,.15630632E-3,.1101E-4,0
CUTE-1.7+APD II (CO-65),2008-021C,2025-11-05T05:58:25.840416,15.06334271,.00118474,97.8043,281.8342,72.7907,287.4616,0,U,32785,999,95144,.46770166E-3,.6826E-4,0
CANX-2,2008-021H,2025-11-05T05:33:13.117248,15.03206772,.00130279,97.8376,280.3892,80.6653,279.6044,0,U,32790,999,95113,.35131772E-3,.4698E-4,0
SEEDS II (CO-66),2008-021J,2025-11-04T10:27:55.395648,15.23385204,.00052927,97.7418,292.3232,46.9057,313.2621,0,U,32791,999,95296,.79710314E-3,.18922E-3,0
AMOS-3,2008-022A,2025-11-05T02:32:17.804832,1.00271602,.0004093,0.0185,100.2527,121.9591,216.3225,0,U,32794,999,8008,0,0,0
GALAXY 18 (G-18),2008-024A,2025-11-05T06:29:34.583424,1.00272176,.00031775,0.0160,271.3745,313.6852,154.1088,0,U,32951,999,4360,0,.37E-6,0
YUBILEINY (RS-30),2008-025A,2025-11-05T06:54:46.984320,12.43170150,.0019952,82.4996,134.7191,80.7682,279.5653,0,U,32953,999,79187,.12559253E-3,.28E-6,0
COSMOS 2437,2008-025B,2025-11-05T08:06:49.285152,12.42753680,.00212466,82.4980,136.6372,97.4486,26.1228,0,U,32954,999,79156,.16813243E-3,.33E-6,0
COSMOS 2438,2008-025C,2025-11-05T06:12:25.142112,12.43362933,.00219325,82.4978,132.2044,74.0007,286.3486,0,U,32955,999,79200,.13616397E-3,.29E-6,0
COSMOS 2439,2008-025D,2025-11-05T06:16:09.915168,12.43064514,.00215782,82.5030,137.0026,83.9903,276.3635,0,U,32956,999,79189,.17608416E-3,.35E-6,0
FENGYUN 3A,2008-026A,2025-11-05T06:10:11.569440,14.19495641,.0009704,98.6633,249.5848,56.8747,303.3360,0,U,32958,999,90363,.87946234E-4,.142E-5,0
ZHONGXING-9,2008-028A,2025-11-05T01:17:10.005792,1.00269268,.00079659,0.1936,89.2093,157.9785,269.0693,0,U,33051,999,6379,0,-.237E-5,0
FGRST (GLAST),2008-029A,2025-11-05T05:53:54.772512,15.22214463,.00084697,25.5834,317.6016,204.5289,155.4846,0,U,33053,999,96165,.18867707E-3,.4796E-4,0
SKYNET 5C,2008-030A,2025-11-05T02:28:25.674816,1.00271182,.00038655,3.2116,79.6758,146.7770,197.4559,0,U,33055,999,6370,0,-.126E-5,0
TURKSAT 3A,2008-030B,2025-11-05T01:02:41.392896,1.00270345,.00034532,0.0643,79.6458,129.4881,253.0787,0,U,33056,999,5011,0,.158E-5,0
INTELSAT 25 (IS-25),2008-034A,2025-11-05T02:24:33.545664,1.00269628,.00053648,2.1269,83.0744,163.8530,162.3290,0,U,33153,999,6344,0,-.211E-5,0
ECHOSTAR 11,2008-035A,2025-11-05T07:27:03.389760,1.00270781,.00025916,0.4218,86.5897,116.5260,203.4666,0,U,33207,999,4896,0,-.45E-6,0
SUPERBIRD-C2,2008-038A,2025-11-04T22:06:21.199680,1.00269529,.00022463,1.7786,84.1082,174.8617,260.9843,0,U,33274,999,10348,0,-.238E-5,0
AMC-21,2008-038B,2025-11-05T06:27:46.537632,1.00270701,.00031332,2.3662,83.0193,145.0218,148.7805,0,U,33275,999,6324,0,.49E-6,0
INMARSAT 4-F3,2008-039A,2025-11-04T20:57:20.313792,1.00273527,.0003084,4.1045,30.6120,200.1631,29.9371,0,U,33278,999,4429,0,-.129E-5,0
HUANJING 1A (HJ-1A),2008-041A,2025-11-05T07:46:51.732768,14.83217477,.00199412,97.6522,299.1940,149.2571,210.9816,0,U,33320,999,92521,.20679147E-3,.1644E-4,0
HUANJING 1B (HJ-1B),2008-041B,2025-11-05T06:26:52.083168,14.82675466,.00362018,97.6387,302.9334,195.9949,164.0125,0,U,33321,999,92522,.15487674E-3,.1211E-4,0
GEOEYE 1,2008-042A,2025-11-05T05:19:37.311168,14.64731162,.00047578,98.1290,20.9652,46.9999,313.1602,0,U,33331,999,91736,.14523726E-3,.726E-5,0
NIMIQ 4,2008-044A,2025-11-05T03:18:09.511776,1.00273010,.0001694,0.0144,289.9523,302.6463,139.5847,0,U,33373,999,6273,0,-.209E-5,0
GALAXY 19 (G-19),2008-045A,2025-11-05T06:43:13.104192,1.00271368,.00029949,0.0157,276.4894,309.1901,182.9213,0,U,33376,999,6265,0,-.128E-5,0
THEOS,2008-049A,2025-11-05T08:08:04.475616,14.20083577,.00010045,98.5920,8.5218,94.0527,266.0765,0,U,33396,999,88619,.70575159E-4,.108E-5,0
SHIJIAN-6 03A (SJ-6 03A),2008-053A,2025-11-05T07:51:01.625760,15.14017895,.00137571,97.8656,330.0336,65.0339,295.2319,0,U,33408,999,92905,.39157647E-3,.7059E-4,0
SHIJIAN-6 03B (SJ-6 03B),2008-053B,2025-11-05T07:45:53.207136,15.03153000,.00207478,97.8694,320.5274,76.3480,284.0054,0,U,33409,999,92910,.21437276E-3,.2844E-4,0
COSMO-SKYMED 3,2008-054A,2025-11-05T07:20:14.539776,15.04833229,.0014998,97.8510,159.0731,309.0217,50.9672,0,U,33412,999,92324,.333358E-3,.4656E-4,0
SHIYAN-3 (SY-3),2008-056A,2025-11-05T01:31:54.111936,14.30700237,.00147041,98.6296,332.5632,75.0197,285.2612,0,U,33433,999,88675,.75496211E-4,.154E-5,0
CHUANGXIN 1-02 (CX-1-02),2008-056B,2025-11-05T08:14:17.131776,14.30087490,.00153719,98.6368,332.6038,78.9312,281.3599,0,U,33434,999,88662,.63741285E-4,.121E-5,0
ASTRA 1M,2008-057A,2025-11-05T02:39:02.159424,1.00272931,.00043926,0.0760,76.4868,126.0852,261.0074,0,U,33436,999,4349,0,.132E-5,0
YAOGAN-4,2008-061A,2025-11-05T06:45:21.585312,14.82502285,.00160557,97.9130,239.7644,80.4816,279.8211,0,U,33446,999,91248,.19351429E-3,.1504E-4,0
EUTELSAT HOTBIRD 13C,2008-065A,2025-10-29T07:49:18.648192,1.00271861,.0006142,2.3523,81.9104,154.2398,266.6285,0,U,33459,999,4503,0,-.88E-6,0
GOSAT (IBUKI),2009-002A,2025-11-05T05:29:28.713984,14.67547970,.00013569,98.0756,58.3575,83.5012,276.6348,0,U,33492,999,89861,.16344992E-3,.879E-5,0
STARS (KUKAI),2009-002G,2025-11-05T02:12:33.761088,14.93338009,.00083634,98.1319,242.9516,177.9471,182.1783,0,U,33498,999,90500,.51318099E-3,.5324E-4,0
KKS-1 (KISEKI),2009-002H,2025-11-05T06:40:33.093984,14.82208786,.00067774,98.1146,223.3394,303.4630,56.5934,0,U,33499,999,90301,.27278819E-3,.2121E-4,0
EXPRESS-AM44,2009-007A,2025-11-05T07:48:20.595168,1.00270832,.00046153,2.8845,81.1348,146.5550,283.2464,0,U,33595,999,5004,0,-.76E-6,0
NSS-9,2009-008A,2025-11-05T03:25:50.174112,1.00270608,.00023206,0.6785,84.4625,131.0401,63.6774,0,U,33749,999,6127,0,.84E-6,0
TELSTAR 11N,2009-009A,2025-11-04T19:34:38.615808,1.00269178,.00026371,0.0171,278.4750,295.2335,86.6982,0,U,34111,999,4399,0,0,0
NAVSTAR 63 (USA 203),2009-014A,2025-11-04T10:24:31.082976,2.00559094,.01410022,54.5278,219.6701,60.1230,118.0898,0,U,34661,999,12177,0,.21E-6,0
WGS F2 (USA 204),2009-017A,2025-11-04T22:29:38.717952,1.00270444,.00008864,0.0116,263.0650,14.5338,161.7486,0,U,34713,999,4336,0,0,0
SES-7 (PROTOSTAR 2),2009-027A,2025-11-04T20:30:38.760192,1.00270692,.00019805,0.0696,78.6826,171.7371,209.8684,0,U,34941,999,6038,0,-.333E-5,0
MEASAT-3A,2009-032A,2025-11-04T20:28:15.600576,1.00272135,.00033555,0.0325,6.4432,257.8428,247.1528,0,U,35362,999,578,0,-.98E-6,0
GOES 14,2009-033A,2025-11-05T06:37:22.670112,1.00271466,.00042261,1.0982,85.8270,135.2057,174.6377,0,U,35491,999,434,0,-.55E-6,0
FM-5,2009-034A,2025-11-05T06:49:59.591136,1.00270061,.00003809,0.0178,271.6153,252.1509,257.3917,0,U,35493,999,4439,0,-.189E-5,0
TERRESTAR-1,2009-035A,2025-11-05T06:35:27.073824,1.00272345,.00025538,5.0018,48.7758,172.4832,171.3293,0,U,35496,999,5988,0,-.45E-6,0
COSMOS 2451,2009-036A,2025-11-05T06:27:22.550400,12.40865558,.00069938,82.4894,231.2660,346.1473,13.9412,0,U,35498,999,73987,.62984563E-4,.18E-6,0
COSMOS 2453,2009-036C,2025-11-05T06:43:35.739264,12.41514141,.00063737,82.4902,226.9666,301.5883,58.4574,0,U,35500,999,74019,.73634366E-4,.2E-6,0
DEIMOS-1,2009-041A,2025-11-05T06:22:10.053696,14.74862288,.00016392,97.7139,111.6187,140.5735,219.5594,0,U,35681,999,87387,.11807169E-3,.744E-5,0
DUBAISAT-1,2009-041B,2025-11-05T06:26:03.865056,14.74439508,.00116705,97.9766,80.5120,72.2196,288.0286,0,U,35682,999,87209,.26150016E-3,.1688E-4,0
UK-DMC 2,2009-041C,2025-11-05T08:19:37.659360,14.75493516,.00010563,97.8538,85.3157,87.7691,272.3639,0,U,35683,999,87355,.19102366E-3,.1251E-4,0
APRIZESAT 4,2009-041D,2025-11-05T03:33:36.124992,14.83364677,.00429745,98.1688,14.7803,329.4554,30.4157,0,U,35684,999,87814,.12374188E-3,.971E-5,0
NANOSAT 1B,2009-041E,2025-11-05T05:57:26.953632,14.91966346,.00506161,98.1022,56.3383,180.2014,179.9192,0,U,35685,999,88101,.3503305E-3,.3573E-4,0
APRIZESAT 3,2009-041F,2025-11-05T06:23:59.594208,14.95203053,.00642242,98.1764,87.3606,86.4848,274.3714,0,U,35686,999,88290,.26205011E-3,.2934E-4,0
ASIASAT 5,2009-042A,2025-11-05T01:19:24.790656,1.00269986,.00014536,0.0278,273.5719,306.2918,305.0555,0,U,35696,999,5946,0,-.295E-5,0
NAVSTAR 64 (USA 206),2009-043A,2025-11-03T06:22:20.313696,2.00567933,.00530662,56.0647,36.3398,82.2896,280.5001,0,U,35752,999,11883,0,-.67E-6,0
